26 26 26 255
28.04 28.04 28.04 255
30.08 30.08 30.08 255
32.12 32.12 32.12 255
34.16 34.16 34.16 255
36.2 36.2 36.2 255
38.24 38.24 38.24 255
40.28 40.28 40.28 255
42.32 42.32 42.32 255
44.36 44.36 44.36 255
46.4 46.4 46.4 255
48.44 48.44 48.44 255
50.48 50.48 50.48 255
52.52 52.52 52.52 255
54.56 54.56 54.56 255
56.6 56.6 56.6 255
58.64 58.64 58.64 255
60.68 60.68 60.68 255
62.72 62.72 62.72 255
64.76 64.76 64.76 255
66.8 66.8 66.8 255
68.84 68.84 68.84 255
70.88 70.88 70.88 255
72.92 72.92 72.92 255
74.96 74.96 74.96 255
77 77 77 255
78.16 78.16 78.16 255
80.48 80.48 80.48 255
82.8 82.8 82.8 255
85.12 85.12 85.12 255
87.44 87.44 87.44 255
89.76 89.76 89.76 255
92.08 92.08 92.08 255
94.4 94.4 94.4 255
96.72 96.72 96.72 255
99.04 99.04 99.04 255
101.36 101.36 101.36 255
103.68 103.68 103.68 255
106 106 106 255
108.32 108.32 108.32 255
110.64 110.64 110.64 255
112.96 112.96 112.96 255
115.28 115.28 115.28 255
117.6 117.6 117.6 255
119.92 119.92 119.92 255
122.24 122.24 122.24 255
124.56 124.56 124.56 255
126.88 126.88 126.88 255
129.2 129.2 129.2 255
131.52 131.52 131.52 255
133.84 133.84 133.84 255
135 135 135 255
137.04 137.04 137.04 255
139.08 139.08 139.08 255
141.12 141.12 141.12 255
143.16 143.16 143.16 255
145.2 145.2 145.2 255
147.24 147.24 147.24 255
149.28 149.28 149.28 255
151.32 151.32 151.32 255
153.36 153.36 153.36 255
155.4 155.4 155.4 255
157.44 157.44 157.44 255
159.48 159.48 159.48 255
161.52 161.52 161.52 255
163.56 163.56 163.56 255
165.6 165.6 165.6 255
167.64 167.64 167.64 255
169.68 169.68 169.68 255
171.72 171.72 171.72 255
173.76 173.76 173.76 255
175.8 175.8 175.8 255
177.84 177.84 177.84 255
179.88 179.88 179.88 255
181.92 181.92 181.92 255
183.96 183.96 183.96 255
186 186 186 255
186.76 186.76 186.76 255
188.28 188.28 188.28 255
189.8 189.8 189.8 255
191.32 191.32 191.32 255
192.84 192.84 192.84 255
194.36 194.36 194.36 255
195.88 195.88 195.88 255
197.4 197.4 197.4 255
198.92 198.92 198.92 255
200.44 200.44 200.44 255
201.96 201.96 201.96 255
203.48 203.48 203.48 255
205 205 205 255
206.52 206.52 206.52 255
208.04 208.04 208.04 255
209.56 209.56 209.56 255
211.08 211.08 211.08 255
212.6 212.6 212.6 255
214.12 214.12 214.12 255
215.64 215.64 215.64 255
217.16 217.16 217.16 255
218.68 218.68 218.68 255
220.2 220.2 220.2 255
221.72 221.72 221.72 255
223.24 223.24 223.24 255
224 224 224 255
225.24 225.24 225.24 255
226.48 226.48 226.48 255
227.72 227.72 227.72 255
228.96 228.96 228.96 255
230.2 230.2 230.2 255
231.44 231.44 231.44 255
232.68 232.68 232.68 255
233.92 233.92 233.92 255
235.16 235.16 235.16 255
236.4 236.4 236.4 255
237.64 237.64 237.64 255
238.88 238.88 238.88 255
240.12 240.12 240.12 255
241.36 241.36 241.36 255
242.6 242.6 242.6 255
243.84 243.84 243.84 255
245.08 245.08 245.08 255
246.32 246.32 246.32 255
247.56 247.56 247.56 255
248.8 248.8 248.8 255
250.04 250.04 250.04 255
251.28 251.28 251.28 255
252.52 252.52 252.52 255
253.76 253.76 253.76 255
255 255 255 255
255 255 255 255
254.08 254.48 254.7 255
252.24 253.44 254.1 255
250.4 252.4 253.5 255
248.56 251.36 252.9 255
246.72 250.32 252.3 255
244.88 249.28 251.7 255
243.04 248.24 251.1 255
241.2 247.2 250.5 255
239.36 246.16 249.9 255
237.52 245.12 249.3 255
235.68 244.08 248.7 255
233.84 243.04 248.1 255
232 242 247.5 255
230.16 240.96 246.9 255
228.32 239.92 246.3 255
226.48 238.88 245.7 255
224.64 237.84 245.1 255
222.8 236.8 244.5 255
220.96 235.76 243.9 255
219.12 234.72 243.3 255
217.28 233.68 242.7 255
215.44 232.64 242.1 255
213.6 231.6 241.5 255
211.76 230.56 240.9 255
209.92 229.52 240.3 255
209 229 240 255
206.48 227.72 239.28 255
203.96 226.44 238.56 255
201.44 225.16 237.84 255
198.92 223.88 237.12 255
196.4 222.6 236.4 255
193.88 221.32 235.68 255
191.36 220.04 234.96 255
188.84 218.76 234.24 255
186.32 217.48 233.52 255
183.8 216.2 232.8 255
181.28 214.92 232.08 255
178.76 213.64 231.36 255
176.24 212.36 230.64 255
173.72 211.08 229.92 255
171.2 209.8 229.2 255
168.68 208.52 228.48 255
166.16 207.24 227.76 255
