CorticalThickness,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p
noBIPS<HC,L_bankssts,-0.08,,-0.16,-0.01,,,0.02,
noBIPS<HC,L_caudalanteriorcingulate,-0.06,,-0.13,0.01,,,0.11,
noBIPS<HC,L_caudalmiddlefrontal,-0.09,,-0.17,-0.02,,,0.01,
noBIPS<HC,L_cuneus,0.01,,-0.06,0.09,,,0.74,
noBIPS<HC,L_entorhinal,0,,-0.08,0.07,,,0.92,
noBIPS<HC,L_fusiform,-0.15,,-0.22,-0.08,,,5.03E-05,
noBIPS<HC,L_inferiorparietal,-0.15,,-0.22,-0.08,,,6.27E-05,
noBIPS<HC,L_inferiortemporal,-0.11,,-0.18,-0.03,,,4.23E-03,
noBIPS<HC,L_isthmuscingulate,-0.01,,-0.08,0.07,,,0.86,
noBIPS<HC,L_lateraloccipital,-0.10,,-0.17,-0.03,,,6.85E-03,
noBIPS<HC,L_lateralorbitofrontal,-0.07,,-0.14,0,,,0.06,
noBIPS<HC,L_lingual,-0.03,,-0.1,0.05,,,0.50,
noBIPS<HC,L_medialorbitofrontal,-0.12,,-0.2,-0.05,,,9.98E-04,
noBIPS<HC,L_middletemporal,-0.09,,-0.16,-0.01,,,0.02,
noBIPS<HC,L_parahippocampal,-0.12,,-0.19,-0.05,,,1.52E-03,
noBIPS<HC,L_paracentral,-0.14,,-0.21,-0.07,,,1.91E-04,
noBIPS<HC,L_parsopercularis,-0.05,,-0.12,0.03,,,0.23,
noBIPS<HC,L_parsorbitalis,-0.04,,-0.11,0.03,,,0.27,
noBIPS<HC,L_parstriangularis,0.03,,-0.04,0.1,,,0.44,
noBIPS<HC,L_pericalcarine,0.02,,-0.05,0.09,,,0.58,
noBIPS<HC,L_postcentral,-0.09,,-0.16,-0.01,,,0.02,
noBIPS<HC,L_posteriorcingulate,-0.09,,-0.16,-0.01,,,0.02,
noBIPS<HC,L_precentral,-0.11,,-0.18,-0.03,,,4.25E-03,
noBIPS<HC,L_precuneus,-0.10,,-0.17,-0.03,,,8.51E-03,
noBIPS<HC,L_rostralanteriorcingulate,-0.09,,-0.17,-0.02,,,0.01,
noBIPS<HC,L_rostralmiddlefrontal,-0.12,,-0.19,-0.04,,,1.78E-03,
noBIPS<HC,L_superiorfrontal,-0.09,,-0.17,-0.02,,,0.01,
noBIPS<HC,L_superiorparietal,-0.09,,-0.17,-0.02,,,0.01,
noBIPS<HC,L_superiortemporal,-0.11,,-0.18,-0.03,,,4.73E-03,
noBIPS<HC,L_supramarginal,-0.09,,-0.16,-0.02,,,0.02,
noBIPS<HC,L_frontalpole,-0.04,,-0.12,0.03,,,0.26,
noBIPS<HC,L_temporalpole,-0.05,,-0.12,0.03,,,0.21,
noBIPS<HC,L_transversetemporal,-0.05,,-0.13,0.02,,,0.14,
noBIPS<HC,L_insula,-0.16,,-0.24,-0.09,,,1.38E-05,
noBIPS<HC,R_bankssts,-0.14,,-0.21,-0.07,,,2.15E-04,
noBIPS<HC,R_caudalanteriorcingulate,-0.06,,-0.13,0.01,,,0.12,
noBIPS<HC,R_caudalmiddlefrontal,-0.11,,-0.19,-0.04,,,2.13E-03,
noBIPS<HC,R_cuneus,-0.04,,-0.12,0.03,,,0.25,
noBIPS<HC,R_entorhinal,-0.04,,-0.11,0.03,,,0.29,
noBIPS<HC,R_fusiform,-0.10,,-0.17,-0.02,,,0.01,
