SurfaceArea,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p
APS<BIPS,L_bankssts,-0.16,,0.13,-0.45,,,0.28,
APS<BIPS,L_caudalanteriorcingulate,-0.26,,0.03,-0.54,,,0.08,
APS<BIPS,L_caudalmiddlefrontal,-0.16,,0.12,-0.45,,,0.27,
APS<BIPS,L_cuneus,-0.31,,-0.03,-0.6,,,0.03,
APS<BIPS,L_entorhinal,0.01,,0.29,-0.28,,,0.95,
APS<BIPS,L_fusiform,-0.28,,0.01,-0.56,,,0.06,
APS<BIPS,L_inferiorparietal,-0.07,,0.21,-0.35,,,0.63,
APS<BIPS,L_inferiortemporal,-0.19,,0.1,-0.47,,,0.20,
APS<BIPS,L_isthmuscingulate,-0.07,,0.21,-0.36,,,0.62,
APS<BIPS,L_lateraloccipital,-0.41,,-0.12,-0.69,,,5.32E-03,
APS<BIPS,L_lateralorbitofrontal,-0.04,,0.25,-0.32,,,0.81,
APS<BIPS,L_lingual,0.07,,0.36,-0.21,,,0.62,
APS<BIPS,L_medialorbitofrontal,-0.06,,0.22,-0.35,,,0.66,
APS<BIPS,L_middletemporal,-0.21,,0.08,-0.49,,,0.16,
APS<BIPS,L_parahippocampal,0.24,,0.52,-0.04,,,0.10,
APS<BIPS,L_paracentral,-0.04,,0.24,-0.32,,,0.79,
APS<BIPS,L_parsopercularis,0.05,,0.33,-0.24,,,0.76,
APS<BIPS,L_parsorbitalis,-0.18,,0.11,-0.46,,,0.22,
APS<BIPS,L_parstriangularis,-0.08,,0.2,-0.36,,,0.59,
APS<BIPS,L_pericalcarine,-0.18,,0.1,-0.47,,,0.21,
APS<BIPS,L_postcentral,0.03,,0.31,-0.25,,,0.84,
APS<BIPS,L_posteriorcingulate,-0.19,,0.09,-0.47,,,0.18,
APS<BIPS,L_precentral,-0.20,,0.08,-0.49,,,0.16,
APS<BIPS,L_precuneus,0.08,,0.37,-0.2,,,0.57,
APS<BIPS,L_rostralanteriorcingulate,-0.20,,0.08,-0.48,,,0.16,
APS<BIPS,L_rostralmiddlefrontal,-0.36,,-0.07,-0.64,,,0.01,
APS<BIPS,L_superiorfrontal,-0.34,,-0.66,-0.62,,,0.02,
APS<BIPS,L_superiorparietal,0.07,,0.35,-0.22,,,0.64,
APS<BIPS,L_superiortemporal,-0.01,,0.28,-0.3,,,0.96,
APS<BIPS,L_supramarginal,0.11,,0.4,-0.18,,,0.47,
APS<BIPS,L_frontalpole,0,,0.28,-0.28,,,0.99,
APS<BIPS,L_temporalpole,0.05,,0.33,-0.23,,,0.73,
APS<BIPS,L_transversetemporal,0.13,,0.41,-0.16,,,0.39,
APS<BIPS,L_insula,0.04,,0.33,-0.24,,,0.78,
APS<BIPS,R_bankssts,-0.26,,0.03,-0.54,,,0.08,
APS<BIPS,R_caudalanteriorcingulate,-0.13,,0.16,-0.41,,,0.38,
APS<BIPS,R_caudalmiddlefrontal,-0.25,,0.03,-0.54,,,0.08,
APS<BIPS,R_cuneus,-0.13,,0.16,-0.41,,,0.39,
APS<BIPS,R_entorhinal,0,,0.29,-0.28,,,0.98,
APS<BIPS,R_fusiform,-0.31,,-0.03,-0.59,,,0.03,
APS<BIPS,R_inferiorparietal,-0.11,,0.17,-0.4,,,0.43,
APS<BIPS,R_inferiortemporal,-0.36,,-0.07,-0.64,,,0.01,
APS<BIPS,R_isthmuscingulate,-0.33,,-0.04,-0.61,,,0.03,
APS<BIPS,R_lateraloccipital,-0.18,,0.1,-0.46,,,0.22,
APS<BIPS,R_lateralorbitofrontal,-0.07,,0.21,-0.36,,,0.62,
APS<BIPS,R_lingual,-0.18,,0.11,-0.47,,,0.22,
APS<BIPS,R_medialorbitofrontal,-0.06,,0.22,-0.35,,,0.66,
APS<BIPS,R_middletemporal,-0.09,,0.2,-0.37,,,0.56,
APS<BIPS,R_parahippocampal,0.01,,0.29,-0.27,,,0.94,
APS<BIPS,R_paracentral,0,,0.28,-0.29,,,0.97,
APS<BIPS,R_parsopercularis,-0.09,,0.19,-0.38,,,0.51,
APS<BIPS,R_parsorbitalis,-0.14,,0.14,-0.43,,,0.32,
APS<BIPS,R_parstriangularis,-0.09,,0.19,-0.37,,,0.54,
APS<BIPS,R_pericalcarine,-0.04,,0.25,-0.33,,,0.81,
APS<BIPS,R_postcentral,0.20,,0.49,-0.08,,,0.17,
APS<BIPS,R_posteriorcingulate,-0.05,,0.23,-0.33,,,0.72,
APS<BIPS,R_precentral,-0.10,,0.18,-0.39,,,0.47,
APS<BIPS,R_precuneus,0.07,,0.35,-0.22,,,0.64,
APS<BIPS,R_rostralanteriorcingulate,-0.17,,0.12,-0.45,,,0.25,
APS<BIPS,R_rostralmiddlefrontal,-0.43,,-0.15,-0.71,,,2.9E-03,
APS<BIPS,R_superiorfrontal,-0.22,,0.06,-0.51,,,0.12,
APS<BIPS,R_superiorparietal,-0.15,,0.13,-0.43,,,0.30,
APS<BIPS,R_superiortemporal,-0.08,,0.2,-0.36,,,0.58,
APS<BIPS,R_supramarginal,0.04,,0.32,-0.24,,,0.78,
APS<BIPS,R_frontalpole,-0.27,,0.01,-0.56,,,0.06,
APS<BIPS,R_temporalpole,-0.21,,0.08,-0.49,,,0.15,
APS<BIPS,R_transversetemporal,-0.03,,0.25,-0.32,,,0.83,
APS<BIPS,R_insula,-0.01,,0.28,-0.3,,,0.95,
