SurfaceArea,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p
BIPS<noBIPS,L_bankssts,0,,-0.21,0.22,,,0.97,
BIPS<noBIPS,L_caudalanteriorcingulate,0.08,,-0.14,0.29,,,0.48,
BIPS<noBIPS,L_caudalmiddlefrontal,0.02,,-0.19,0.23,,,0.86,
BIPS<noBIPS,L_cuneus,0,,-0.22,0.22,,,0.99,
BIPS<noBIPS,L_entorhinal,-0.02,,-0.23,0.19,,,0.85,
BIPS<noBIPS,L_fusiform,0.12,,-0.1,0.33,,,0.28,
BIPS<noBIPS,L_inferiorparietal,0.13,,-0.09,0.34,,,0.25,
BIPS<noBIPS,L_inferiortemporal,0.22,,0,0.43,,,0.05,
BIPS<noBIPS,L_isthmuscingulate,-0.12,,-0.34,0.09,,,0.26,
BIPS<noBIPS,L_lateraloccipital,0.21,,0,0.43,,,0.05,
BIPS<noBIPS,L_lateralorbitofrontal,-0.04,,-0.25,0.17,,,0.71,
BIPS<noBIPS,L_lingual,-0.21,,-0.42,0.01,,,0.06,
BIPS<noBIPS,L_medialorbitofrontal,0,,-0.21,0.22,,,0.97,
BIPS<noBIPS,L_middletemporal,0.16,,-0.05,0.38,,,0.13,
BIPS<noBIPS,L_parahippocampal,-0.09,,-0.31,0.12,,,0.39,
BIPS<noBIPS,L_paracentral,0.17,,-0.04,0.38,,,0.12,
BIPS<noBIPS,L_parsopercularis,-0.04,,-0.25,0.17,,,0.72,
BIPS<noBIPS,L_parsorbitalis,0.06,,-0.15,0.28,,,0.56,
BIPS<noBIPS,L_parstriangularis,-0.04,,-0.25,0.17,,,0.72,
BIPS<noBIPS,L_pericalcarine,-0.08,,-0.3,0.13,,,0.45,
BIPS<noBIPS,L_postcentral,0.04,,-0.17,0.25,,,0.71,
BIPS<noBIPS,L_posteriorcingulate,0.06,,-0.15,0.27,,,0.56,
BIPS<noBIPS,L_precentral,0.10,,-0.11,0.31,,,0.35,
BIPS<noBIPS,L_precuneus,0.02,,-0.2,0.23,,,0.89,
BIPS<noBIPS,L_rostralanteriorcingulate,0.16,,-0.06,0.37,,,0.15,
BIPS<noBIPS,L_rostralmiddlefrontal,0.14,,-0.08,0.35,,,0.21,
BIPS<noBIPS,L_superiorfrontal,0.21,,0,0.42,,,0.05,
BIPS<noBIPS,L_superiorparietal,-0.06,,-0.27,0.16,,,0.61,
BIPS<noBIPS,L_superiortemporal,-0.05,,-0.27,0.16,,,0.65,
BIPS<noBIPS,L_supramarginal,-0.10,,-0.32,0.11,,,0.36,
BIPS<noBIPS,L_frontalpole,0.02,,-0.19,0.23,,,0.85,
BIPS<noBIPS,L_temporalpole,-0.05,,-0.27,0.16,,,0.62,
BIPS<noBIPS,L_transversetemporal,-0.02,,-0.23,0.19,,,0.85,
BIPS<noBIPS,L_insula,-0.11,,-0.33,0.1,,,0.30,
BIPS<noBIPS,R_bankssts,0.11,,-0.1,0.32,,,0.32,
BIPS<noBIPS,R_caudalanteriorcingulate,0.05,,-0.16,0.26,,,0.64,
BIPS<noBIPS,R_caudalmiddlefrontal,0.22,,0.01,0.43,,,0.05,
BIPS<noBIPS,R_cuneus,-0.03,,-0.24,0.19,,,0.80,
BIPS<noBIPS,R_entorhinal,0.07,,-0.14,0.28,,,0.52,
BIPS<noBIPS,R_fusiform,0.25,,0.04,0.46,,,0.02,
BIPS<noBIPS,R_inferiorparietal,0.13,,-0.08,0.34,,,0.22,
BIPS<noBIPS,R_inferiortemporal,0.21,,0,0.42,,,0.05,
BIPS<noBIPS,R_isthmuscingulate,0.05,,-0.16,0.27,,,0.63,
BIPS<noBIPS,R_lateraloccipital,0.12,,-0.09,0.33,,,0.27,
BIPS<noBIPS,R_lateralorbitofrontal,-0.05,,-0.27,0.16,,,0.62,
BIPS<noBIPS,R_lingual,-0.06,,-0.27,0.16,,,0.60,
BIPS<noBIPS,R_medialorbitofrontal,0.01,,-0.2,0.22,,,0.91,
BIPS<noBIPS,R_middletemporal,0.08,,-0.13,0.29,,,0.47,
BIPS<noBIPS,R_parahippocampal,0.03,,-0.18,0.24,,,0.78,
BIPS<noBIPS,R_paracentral,0.01,,-0.2,0.23,,,0.90,
BIPS<noBIPS,R_parsopercularis,0.11,,-0.1,0.32,,,0.32,
BIPS<noBIPS,R_parsorbitalis,-0.03,,-0.24,0.19,,,0.81,
BIPS<noBIPS,R_parstriangularis,0.06,,-0.15,0.27,,,0.59,
BIPS<noBIPS,R_pericalcarine,-0.16,,-0.38,0.06,,,0.14,
BIPS<noBIPS,R_postcentral,-0.12,,-0.33,0.1,,,0.29,
BIPS<noBIPS,R_posteriorcingulate,-0.01,,-0.22,0.2,,,0.91,
BIPS<noBIPS,R_precentral,-0.01,,-0.22,0.21,,,0.95,
BIPS<noBIPS,R_precuneus,-0.11,,-0.33,0.1,,,0.31,
BIPS<noBIPS,R_rostralanteriorcingulate,0.09,,-0.12,0.31,,,0.40,
BIPS<noBIPS,R_rostralmiddlefrontal,0.19,,-0.02,0.4,,,0.08,
BIPS<noBIPS,R_superiorfrontal,0.08,,-0.13,0.29,,,0.47,
BIPS<noBIPS,R_superiorparietal,0.18,,-0.03,0.4,,,0.09,
BIPS<noBIPS,R_superiortemporal,0.05,,-0.16,0.26,,,0.67,
BIPS<noBIPS,R_supramarginal,0.06,,-0.15,0.27,,,0.59,
BIPS<noBIPS,R_frontalpole,0.03,,-0.19,0.24,,,0.81,
BIPS<noBIPS,R_temporalpole,0.10,,-0.11,0.32,,,0.33,
BIPS<noBIPS,R_transversetemporal,0.05,,-0.16,0.27,,,0.62,
BIPS<noBIPS,R_insula,0,,-0.21,0.21,,,0.99,
