CorticalThickness,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p
CHR-PS+<CHR-PS-,L_bankssts,0,,-0.17,0.18,,,0.97,
CHR-PS+<CHR-PS-,L_caudalanteriorcingulate,0.01,,-0.17,0.18,,,0.90,
CHR-PS+<CHR-PS-,L_caudalmiddlefrontal,-0.09,,-0.27,0.08,,,0.19,
CHR-PS+<CHR-PS-,L_cuneus,-0.08,,-0.25,0.1,,,0.28,
CHR-PS+<CHR-PS-,L_entorhinal,-0.09,,-0.26,0.09,,,0.20,
CHR-PS+<CHR-PS-,L_fusiform,-0.14,,-0.31,0.04,,,0.05,
CHR-PS+<CHR-PS-,L_inferiorparietal,-0.05,,-0.23,0.12,,,0.44,
CHR-PS+<CHR-PS-,L_inferiortemporal,-0.07,,-0.25,0.1,,,0.29,
CHR-PS+<CHR-PS-,L_isthmuscingulate,-0.02,,-0.20,0.15,,,0.72,
CHR-PS+<CHR-PS-,L_lateraloccipital,-0.09,,-0.27,0.08,,,0.19,
CHR-PS+<CHR-PS-,L_lateralorbitofrontal,-0.08,,-0.26,0.09,,,0.25,
CHR-PS+<CHR-PS-,L_lingual,0,,-0.18,0.17,,,0.95,
CHR-PS+<CHR-PS-,L_medialorbitofrontal,0.07,,-0.1,0.25,,,0.29,
CHR-PS+<CHR-PS-,L_middletemporal,-0.10,,-0.27,0.08,,,0.15,
CHR-PS+<CHR-PS-,L_parahippocampal,0.01,,-0.16,0.19,,,0.83,
CHR-PS+<CHR-PS-,L_paracentral,-0.20,,-0.37,-0.02,,,4.76E-03,
CHR-PS+<CHR-PS-,L_parsopercularis,0.03,,-0.15,0.2,,,0.69,
CHR-PS+<CHR-PS-,L_parsorbitalis,-0.05,,-0.23,0.12,,,0.45,
CHR-PS+<CHR-PS-,L_parstriangularis,-0.03,,-0.21,0.14,,,0.65,
CHR-PS+<CHR-PS-,L_pericalcarine,0,,-0.18,0.17,,,0.98,
CHR-PS+<CHR-PS-,L_postcentral,-0.03,,-0.21,0.14,,,0.65,
CHR-PS+<CHR-PS-,L_posteriorcingulate,0.03,,-0.14,0.21,,,0.65,
CHR-PS+<CHR-PS-,L_precentral,0.01,,-0.17,0.19,,,0.91,
CHR-PS+<CHR-PS-,L_precuneus,0.01,,-0.17,0.18,,,0.90,
CHR-PS+<CHR-PS-,L_rostralanteriorcingulate,-0.07,,-0.24,0.11,,,0.34,
CHR-PS+<CHR-PS-,L_rostralmiddlefrontal,-0.05,,-0.23,0.12,,,0.45,
CHR-PS+<CHR-PS-,L_superiorfrontal,-0.01,,-0.19,0.16,,,0.87,
CHR-PS+<CHR-PS-,L_superiorparietal,-0.05,,-0.22,0.13,,,0.48,
CHR-PS+<CHR-PS-,L_superiortemporal,-0.13,,-0.3,0.05,,,0.07,
CHR-PS+<CHR-PS-,L_supramarginal,0,,-0.18,0.18,,,0.98,
CHR-PS+<CHR-PS-,L_frontalpole,-0.07,,-0.24,0.11,,,0.32,
CHR-PS+<CHR-PS-,L_temporalpole,-0.05,,-0.22,0.13,,,0.47,
CHR-PS+<CHR-PS-,L_transversetemporal,-0.07,,-0.25,0.1,,,0.30,
CHR-PS+<CHR-PS-,L_insula,-0.01,,-0.19,0.16,,,0.85,
CHR-PS+<CHR-PS-,R_bankssts,-0.09,,-0.26,0.09,,,0.21,
CHR-PS+<CHR-PS-,R_caudalanteriorcingulate,-0.01,,-0.19,0.17,,,0.88,
CHR-PS+<CHR-PS-,R_caudalmiddlefrontal,-0.02,,-0.19,0.16,,,0.79,
CHR-PS+<CHR-PS-,R_cuneus,-0.04,,-0.22,0.14,,,0.55,
CHR-PS+<CHR-PS-,R_entorhinal,-0.10,,-0.28,0.07,,,0.15,
CHR-PS+<CHR-PS-,R_fusiform,-0.13,,-0.31,0.04,,,0.06,
CHR-PS+<CHR-PS-,R_inferiorparietal,0.03,,-0.14,0.21,,,0.66,
CHR-PS+<CHR-PS-,R_inferiortemporal,0,,-0.18,0.17,,,0.96,
CHR-PS+<CHR-PS-,R_isthmuscingulate,0.03,,-0.14,0.21,,,0.64,
CHR-PS+<CHR-PS-,R_lateraloccipital,-0.06,,-0.24,0.11,,,0.38,
CHR-PS+<CHR-PS-,R_lateralorbitofrontal,0,,-0.17,0.18,,,0.95,
CHR-PS+<CHR-PS-,R_lingual,-0.01,,-0.19,0.16,,,0.85,
CHR-PS+<CHR-PS-,R_medialorbitofrontal,0.01,,-0.16,0.19,,,0.86,
CHR-PS+<CHR-PS-,R_middletemporal,-0.09,,-0.27,0.08,,,0.17,
CHR-PS+<CHR-PS-,R_parahippocampal,-0.01,,-0.18,0.16,,,0.88,
CHR-PS+<CHR-PS-,R_paracentral,-0.20,,-0.37,-0.02,,,4.59E-03,
CHR-PS+<CHR-PS-,R_parsopercularis,-0.04,,-0.22,0.13,,,0.53,
CHR-PS+<CHR-PS-,R_parsorbitalis,-0.04,,-0.21,0.14,,,0.61,
CHR-PS+<CHR-PS-,R_parstriangularis,-0.06,,-0.23,0.12,,,0.42,
CHR-PS+<CHR-PS-,R_pericalcarine,0,,-0.18,0.17,,,0.96,
CHR-PS+<CHR-PS-,R_postcentral,-0.09,,-0.27,0.09,,,0.21,
CHR-PS+<CHR-PS-,R_posteriorcingulate,-0.07,,-0.24,0.11,,,0.33,
CHR-PS+<CHR-PS-,R_precentral,-0.10,,-0.28,0.08,,,0.16,
CHR-PS+<CHR-PS-,R_precuneus,0,,-0.18,0.18,,,1,
CHR-PS+<CHR-PS-,R_rostralanteriorcingulate,-0.04,,-0.22,0.14,,,0.56,
CHR-PS+<CHR-PS-,R_rostralmiddlefrontal,-0.07,,-0.25,0.1,,,0.31,
CHR-PS+<CHR-PS-,R_superiorfrontal,-0.05,,-0.23,0.12,,,0.47,
CHR-PS+<CHR-PS-,R_superiorparietal,0.01,,-0.17,0.18,,,0.94,
