CorticalThickness,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p
CHR-PS-<HC,L_bankssts,-0.11,,-0.19,-0.03,,,7.27E-03,
CHR-PS-<HC,L_caudalanteriorcingulate,-0.09,,-0.16,-0.01,,,0.03,
CHR-PS-<HC,L_caudalmiddlefrontal,-0.12,,-0.2,-0.04,,,2.77E-03,
CHR-PS-<HC,L_cuneus,0.02,,-0.06,0.1,,,0.61,
CHR-PS-<HC,L_entorhinal,0,,-0.08,0.08,,,0.98,
CHR-PS-<HC,L_fusiform,-0.15,,-0.23,-0.07,,,1.52E-04,
CHR-PS-<HC,L_inferiorparietal,-0.16,,-0.24,-0.09,,,3.2E-05,
CHR-PS-<HC,L_inferiortemporal,-0.11,,-0.19,-0.04,,,4.28E-03,
CHR-PS-<HC,L_isthmuscingulate,-0.02,,-0.1,0.06,,,0.58,
CHR-PS-<HC,L_lateraloccipital,-0.11,,-0.19,-0.03,,,4.5E-03,
CHR-PS-<HC,L_lateralorbitofrontal,-0.07,,-0.15,0,,,0.06,
CHR-PS-<HC,L_lingual,-0.04,,-0.12,0.04,,,0.33,
CHR-PS-<HC,L_medialorbitofrontal,-0.15,,-0.23,-0.07,,,1.86E-04,
CHR-PS-<HC,L_middletemporal,-0.07,,-0.15,0.01,,,0.07,
CHR-PS-<HC,L_parahippocampal,-0.14,,-0.22,-0.06,,,3.45E-04,
CHR-PS-<HC,L_paracentral,-0.12,,-0.2,-0.04,,,2.25E-03,
CHR-PS-<HC,L_parsopercularis,-0.05,,-0.13,0.02,,,0.17,
CHR-PS-<HC,L_parsorbitalis,-0.05,,-0.12,0.03,,,0.23,
CHR-PS-<HC,L_parstriangularis,0.01,,-0.06,0.09,,,0.71,
CHR-PS-<HC,L_pericalcarine,0.02,,-0.06,0.1,,,0.60,
CHR-PS-<HC,L_postcentral,-0.10,,-0.18,-0.02,,,0.01,
CHR-PS-<HC,L_posteriorcingulate,-0.10,,-0.18,-0.03,,,8.04E-03,
CHR-PS-<HC,L_precentral,-0.14,,-0.22,-0.06,,,4.37E-04,
CHR-PS-<HC,L_precuneus,-0.12,,-0.2,-0.04,,,2.63E-03,
CHR-PS-<HC,L_rostralanteriorcingulate,-0.11,,-0.18,-0.03,,,8.06E-03,
CHR-PS-<HC,L_rostralmiddlefrontal,-0.13,,-0.21,-0.05,,,8.63E-04,
CHR-PS-<HC,L_superiorfrontal,-0.12,,-0.2,-0.05,,,1.95E-03,
CHR-PS-<HC,L_superiorparietal,-0.11,,-0.19,-0.03,,,6.53E-03,
CHR-PS-<HC,L_superiortemporal,-0.10,,-0.18,-0.02,,,0.01,
CHR-PS-<HC,L_supramarginal,-0.11,,-0.19,-0.03,,,5.22E-03,
CHR-PS-<HC,L_frontalpole,-0.04,,-0.12,0.04,,,0.30,
CHR-PS-<HC,L_temporalpole,-0.04,,-0.11,0.04,,,0.36,
CHR-PS-<HC,L_transversetemporal,-0.08,,-0.15,0,,,0.05,
CHR-PS-<HC,L_insula,-0.18,,-0.25,-0.1,,,8.07E-06,
CHR-PS-<HC,R_bankssts,-0.14,,-0.22,-0.07,,,3.21E-04,
CHR-PS-<HC,R_caudalanteriorcingulate,-0.06,,-0.14,0.02,,,0.12,
CHR-PS-<HC,R_caudalmiddlefrontal,-0.14,,-0.22,-0.06,,,3.91E-04,
