CorticalThickness,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p
CHR-PS-<HC,R_cuneus,-0.05,,-0.13,0.03,,,0.21,
CHR-PS-<HC,R_entorhinal,-0.04,,-0.11,0.04,,,0.37,
CHR-PS-<HC,R_fusiform,-0.09,,-0.17,-0.02,,,0.02,
CHR-PS-<HC,R_inferiorparietal,-0.13,,-0.21,-0.06,,,7.76E-04,
CHR-PS-<HC,R_inferiortemporal,-0.16,,-0.24,-0.09,,,3.73E-05,
CHR-PS-<HC,R_isthmuscingulate,-0.08,,-0.15,0,,,0.05,
CHR-PS-<HC,R_lateraloccipital,-0.16,,-0.23,-0.08,,,8.69E-05,
CHR-PS-<HC,R_lateralorbitofrontal,-0.09,,-0.16,-0.01,,,0.03,
CHR-PS-<HC,R_lingual,-0.01,,-0.08,0.07,,,0.88,
CHR-PS-<HC,R_medialorbitofrontal,-0.12,,-0.19,-0.04,,,3.43E-03,
CHR-PS-<HC,R_middletemporal,-0.18,,-0.25,-0.1,,,9.15E-06,
CHR-PS-<HC,R_parahippocampal,-0.07,,-0.14,0.01,,,0.09,
CHR-PS-<HC,R_paracentral,-0.09,,-0.16,-0.01,,,0.03,
CHR-PS-<HC,R_parsopercularis,-0.07,,-0.15,0,,,0.07,
CHR-PS-<HC,R_parsorbitalis,-0.02,,-0.09,0.06,,,0.68,
CHR-PS-<HC,R_parstriangularis,-0.06,,-0.14,0.02,,,0.12,
CHR-PS-<HC,R_pericalcarine,0.05,,-0.03,0.12,,,0.25,
CHR-PS-<HC,R_postcentral,-0.11,,-0.19,-0.04,,,4.57E-03,
CHR-PS-<HC,R_posteriorcingulate,-0.12,,-0.2,-0.05,,,1.83E-03,
CHR-PS-<HC,R_precentral,-0.12,,-0.2,-0.04,,,2.06E-03,
CHR-PS-<HC,R_precuneus,-0.16,,-0.24,-0.09,,,3.43E-05,
CHR-PS-<HC,R_rostralanteriorcingulate,-0.09,,-0.17,-0.02,,,0.02,
CHR-PS-<HC,R_rostralmiddlefrontal,-0.12,,-0.2,-0.04,,,2.63E-03,
CHR-PS-<HC,R_superiorfrontal,-0.10,,-0.18,-0.02,,,0.01,
CHR-PS-<HC,R_superiorparietal,-0.13,,-0.21,-0.05,,,9.76E-04,
CHR-PS-<HC,R_superiortemporal,-0.14,,-0.21,-0.06,,,6.49E-04,
CHR-PS-<HC,R_supramarginal,-0.11,,-0.19,-0.03,,,6.68E-03,
CHR-PS-<HC,R_frontalpole,-0.06,,-0.14,0.02,,,0.12,
CHR-PS-<HC,R_temporalpole,-0.07,,-0.15,0.01,,,0.07,
CHR-PS-<HC,R_transversetemporal,-0.11,,-0.19,-0.03,,,5.45E-03,
CHR-PS-<HC,R_insula,-0.16,,-0.24,-0.08,,,4.67E-05,
