3.1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2784,0,0,9.4276,0,0,0,0,0,5.9685,0,0,0,0,4.9792,3.2872,8.1969,5.9174,0,0,0,0,6.6999,2.1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5844,0,0,6.4384,0,0,0,2.7413,0,0,0,0,0.82565,0,0,0,0,0,0,0,5.062,0,0,0,0,0,4.3866,8.0711,0,7.0321,9.1835,7.5365,5.9183,0.15516,5.6446,0,2.1903,5.1949,0
6.1233,4.9592,5.3128,6.1513,6.3025,4.5534,0,6.5836,5.7228,0,0,0,0,5.0137,6.4406,3.403,0,0,0,0,4.2249,0,5.1847,0,4.8074,0,0,0,0,4.321,5.6781,10.212,4.0993,0,0,0,0,5.9115,0,0,0,4.2299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3485,5.3842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3866,0,4.4237,8.3575,8.9151,7.7181,8.045,0,4.3019,0,3.9622,5.0056,5.0264,4.2303
0,0,1.5855,0,0,0,0,0,1.4247,0,3.8887,9.0573,10.032,9.3968,8.7776,0,0,0,2.8247,0,0,10.351,9.1424,0,6.1972,9.4453,8.4502,7.5473,0,0,9.6449,0,0,0,9.7666,0,4.7074,2.6199,0,0,0,7.938,10.478,7.4205,9.8295,9.0566,9.5635,0,0,5.4379,0,0,0,0,0,0,0,0,0,0,0,0,1.0715,3.4435,0,5.8342,0,0,0,0,0,3.6483,4.3941,0,0,2.8017,0,6.2143,6.7711,0,0,0,5.736,4.4171,5.4859,5.8005,2.5753,5.7771,0,0,0,0,0,0,3.4117,7.2993,7.9973,5.1935,0,0,8.0711,4.4237,0,6.1246,10.405,11.608,11.618,5.1056,0,6.2476,0,0,4.4394,6.2981
9.3749,6.7949,7.5461,0,7.2083,8.1033,0,6.6469,7.1379,0,0,0,0,0,8.2316,6.1668,0,0,0,5.338,6.398,0,4.2547,0,0,0,0,0,0,0,4.5004,10.53,6.2706,0,0,5.7278,4.5478,6.0799,0,0,0,0,0,0,3.1382,0,0,0,6.4766,4.8859,3.7901,0,0,0,4.7192,4.5164,0,5.0523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1185,0,0,8.3575,6.1246,0,7.4776,6.6059,10.499,0,0,0,5.6753,4.2704,5.3207,5.8742
4.9277,0,0,5.3717,5.3536,0,0,6.5708,5.8339,0,-0.13428,5.222,5.1759,9.4744,10.306,0,0,6.8392,0,0,7.7934,0,9.2053,0,0,4.1393,0,4.2289,0,8.1552,5.7289,5.0524,0,0,0,0,4.4679,3.6407,0,0,0,4.1632,4.9196,0,4.9044,7.9699,0,6.0063,4.6246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7502,0,0,0,0,0,0,0,0,0,4.8859,0,0,0,7.0321,8.9151,10.405,7.4776,0,10.932,9.1138,-0.33563,0,2.3372,0,5.2462,4.8268,0
6.8563,7.7632,0,8.4906,8.5469,6.4336,0,8.9687,7.8014,5.6744,7.1637,8.8565,7.456,10.354,10.36,0,0,8.6844,0,7.4934,9.3538,5.4301,9.5657,7.3748,8.751,8.5292,7.4815,7.1432,0,8.3377,9.4067,7.854,4.3722,0,6.96,6.6645,5.7429,7.5514,0,0,7.179,8.3572,9.5605,6.8948,9.6472,10.178,6.1371,7.8064,6.483,7.0555,0,0,0,0,0,0,0,5.2471,0,0,0,0,0,2.6452,0,0,0,0,0,5.7524,0,0,4.7,0,0,4.3189,0,6.9321,4.9331,6.1634,0,0,4.139,0,4.2529,4.9468,4.3885,6.8057,0,0,0,0,0,0,0,6.9241,7.5921,0,3.4392,0,9.1835,7.7181,11.608,6.6059,10.932,0,9.0947,4.8202,4.5384,5.24,5.3543,5.9668,7.0936,0
7.5263,6.9075,6.3023,8.222,8.7424,6.9468,0,8.9617,8.1005,0,3.5034,0,5.3648,6.6841,10.105,4.1811,4.7557,7.6479,0,7.7219,7.8128,5.4088,7.8676,0,5.9207,5.5159,7.5011,7.7418,6.7891,8.8613,6.7254,9.3977,6.7303,0,7.8548,0,7.4554,8.4105,0,0,0,7.2336,8.6362,4.7938,7.8202,9.6517,0,6.6409,6.8403,7.6503,0,0,0,0,0,5.0269,0,0,0,0,0,0,0,0,4.6019,6.8001,0,3.6371,0,6.9533,7.8931,3.4383,3.6287,0,0,5.3158,0,0,0,6.1609,3.8133,0,0,0,0,0,6.7092,8.0823,7.7496,0,0,0,0,0,0,0,8.7814,0,3.9935,5.5501,7.5365,8.045,11.618,10.499,9.1138,9.0947,0,0,3.2891,5.7618,6.1262,5.8805,6.8692,8.9936
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5712,0,0,6.8977,0,0,0,0,0,0,1.4006,0,0,0,2.0598,0,4.8893,0,0,0,0,0,0,4.2397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3322,0,0,0,0,0.95924,4.5454,0,9.1331,4.3034,0,0,4.6315,0,0,0,5.6545,7.9742,0,0,0,0,0,4.6891,0,8.9324,0,0,0,6.7022,5.9183,0,5.1056,0,-0.33563,4.8202,0,0,3.7059,8.0391,3.3831,7.1855,9.2837,6.8338
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2505,0,0,0,0,0,-1.0077,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5317,0,0,6.2548,4.5903,3.1344,4.9808,6.0206,0,0,0,0,0,4.2243,0,5.4365,0,0,0,0,0,0,0,0,0,3.4284,0,0,5.8771,9.8689,0,0,0,0,0,0,0,0,0,0,3.4275,0,0,0,0,0,0,0,0,0,0.15516,4.3019,0,0,0,4.5384,3.2891,3.7059,0,3.5683,8.2083,9.0175,7.7375,7.9992
0,0,0,0,0,0,0,0,0,0,0,0,0,3.5777,5.5852,0,0,0,0,0,0,3.0294,4.3255,0,0,2.4956,0,5.4246,0,5.6503,7.3587,0,0,0,5.3651,0,1.8739,0,0,0,0,2.3038,4.1258,6.4837,6.063,7.7373,5.2489,5.2216,0,0,0,0,3.9385,1.8633,0,3.5994,0,0,0,4.5163,8.9343,9.3319,9.2416,8.4112,3.0032,8.5138,0,0,0,1.9553,4.1011,10.458,8.5255,0,6.2374,9.7345,0,7.0242,9.7485,4.9081,0,0,10.2,9.3394,8.9675,9.8463,0,7.6317,0,0,5.5255,0,0,7.4566,9.8582,8.0194,8.781,7.8438,0,0,5.6446,0,6.2476,0,2.3372,5.24,5.7618,8.0391,3.5683,0,5.6296,10.477,11.586,11.649
