0,0.20755,0.42745,0.34619,0.10804,0.41702,0.47913,0.39247,0.22342,0.3547,0.24838,0.37251,0.17672,0.61349,0.15972,0.34925,0.51004,0.29911,0.51159,0.29834,0.4634,0.25562,0.47143,0.33839,0.11305,0.32099,0.49065,0.35544,0.69264,0.47454,0.16079,0.16453,0.32099,0.33422,0.62934,0.18124,0.26317,0.33111,0.081059,0.3888,0.36898,0.35038,0.18532,0.35669,0.19366,0.36447,0.13468,0.45366,0.15765,0.33356,0.27706,0.22513,0.34842,0.2801,0.44139,0.19283,0.4158,0.30023,0.071696,0.18931,0.36393,0.33873,0.58034,0.34442,0.14212,0.13027,0.27462,0.30361,0.016861,0.10343,0.11515,0.15836,0.033192,0.11368,0.11532,0.014198,0.0937,0.091105,0.14881,0.031701,0.099772,0.093399
0.20755,0,0.17016,0.35227,0.083077,0.26985,0.17874,0.22293,0.15913,0.28246,0.23987,0.35185,0.064186,0.12539,0.12701,0.3058,0.35025,0.041626,0.2528,0.34953,0.33994,0.40064,0.44069,0.29034,0.18471,0.3834,0.36471,0.40375,0.32111,0.451,0.0054336,0.043495,0.31981,0.44724,0.25648,0.42782,0.17222,0.34031,0.0613,0.25511,0.20683,0.22414,0.16146,0.27814,0.19909,0.34786,0.045979,0.12361,0.12835,0.315,0.37274,0.010169,0.3228,0.34494,0.32223,0.37257,0.42087,0.30549,0.1649,0.31223,0.36781,0.38205,0.3001,0.48263,0,0.025905,0.29328,0.44409,0.026286,0.040052,0.14016,0.088392,0.050778,0.17328,0.18442,0.031667,0.02812,0.12798,0.087286,0.058321,0.17394,0.17931
0.42745,0.17016,0,0.22242,0.13023,0.35178,0.96647,0.54812,0.39348,0.28618,0.37407,0.31015,0.25162,0.71246,0.25234,0.24867,0.54314,0.53757,0.48691,0.31622,0.31468,0.34063,0.3676,0.55736,0.20005,0.74493,0.7686,0.36887,0.3841,0.5514,0.20513,0.13136,0.28634,0.25579,0.30353,0.14767,0.66172,0.20608,0.088418,0.30565,0.65771,0.39079,0.31349,0.27794,0.26317,0.2848,0.19971,0.53154,0.20297,0.21577,0.26735,0.40941,0.2815,0.3041,0.30331,0.23484,0.28007,0.43994,0.11811,0.44751,0.5326,0.30414,0.32288,0.28948,0.19533,0.091537,0.25817,0.21084,0.020964,0.059824,0.21497,0.18435,0.041718,0.14204,0.19495,0.018465,0.047086,0.18427,0.1662,0.036835,0.1211,0.16237
0.34619,0.35227,0.22242,0,0.097412,0.54869,0.34567,0.28431,0.27375,0.61123,0.20346,1.1019,0.11666,0.21985,0.21652,0.46304,0.3049,0.065809,0.22549,0.96659,0.56503,0.36365,0.56526,0.47622,0.13356,0.33111,0.34015,0.77103,0.47246,0.44126,0.053125,0.086171,0.39037,0.44371,0.38643,0.3302,0.21793,1.2897,0.073578,0.54515,0.3676,0.31423,0.27744,0.5949,0.18945,1.09,0.091498,0.21516,0.24267,0.46611,0.30954,0.045883,0.2672,0.91375,0.56275,0.34661,0.58433,0.51493,0.11341,0.29245,0.35406,0.76582,0.44235,0.50055,0.046547,0.061067,0.35669,0.44322,0.017793,0.059444,0.094961,0.14065,0.038886,0.11182,0.16023,0.022026,0.0575,0.081211,0.14674,0.052312,0.118,0.15639
0.10804,0.083077,0.13023,0.097412,0,0.17609,0.15504,0.15949,0.1048,0.11123,0.12082,0.11406,0.095869,0.14822,0.12381,0.10305,0.11315,0.1059,0.11333,0.10022,0.12625,0.10455,0.13069,0.12853,0.077276,0.1226,0.14518,0.12969,0.1433,0.13868,0.048121,0.13524,0.10375,0.13224,0.10404,0.07968,0.10071,0.095288,0.059047,0.14104,0.13333,0.14028,0.090783,0.10745,0.089123,0.10941,0.079452,0.13055,0.087961,0.095354,0.08026,0.081489,0.095082,0.097616,0.12148,0.087718,0.11727,0.11902,0.059361,0.083171,0.1252,0.12195,0.12662,0.11763,0.05092,0.055875,0.094001,0.11382,0.011543,0.054834,0.041934,0.098693,0.01459,0.044959,0.052244,0.012337,0.036292,0.040552,0.079695,0.012057,0.037365,0.049427
0.41702,0.26985,0.35178,0.54869,0.17609,0,0.52283,0.56668,0.2765,0.67923,0.25032,0.66028,0.1934,0.38197,0.33862,0.39491,0.34525,0.19415,0.29707,0.5035,0.46837,0.30393,0.51224,0.4243,0.13727,0.33623,0.38316,0.71746,0.51572,0.47366,0.10411,0.15577,0.34174,0.40012,0.40829,0.25617,0.32517,0.5318,0.12022,0.83568,0.49993,0.51351,0.27413,0.63826,0.23683,0.63239,0.17258,0.36657,0.32362,0.38454,0.30522,0.15922,0.30904,0.48855,0.46067,0.27471,0.5036,0.45573,0.10317,0.27503,0.37826,0.70321,0.46334,0.46527,0.11087,0.1215,0.30021,0.38184,0.022635,0.10316,0.10225,0.19969,0.034354,0.12346,0.14462,0.021373,0.092036,0.090029,0.19595,0.04117,0.12048,0.13933
0.47913,0.17874,0.96647,0.34567,0.15504,0.52283,0,0.62303,0.59153,0.42789,0.3591,0.44705,0.34992,0.89651,0.36441,0.31184,0.39653,0.47703,0.37127,0.40723,0.37632,0.44121,0.35062,0.91593,0.27777,0.65839,0.73906,0.50962,0.45562,0.57034,0.26438,0.17501,0.32671,0.28135,0.3597,0.16407,0.6603,0.32673,0.11502,0.46399,0.99711,0.49082,0.50471,0.4095,0.28079,0.41668,0.31541,0.73195,0.31437,0.27278,0.20971,0.40348,0.24847,0.39495,0.36135,0.33755,0.29877,0.7632,0.1956,0.46415,0.5913,0.44318,0.39546,0.32639,0.27387,0.13523,0.29461,0.24697,0.027847,0.072294,0.18943,0.2491,0.04033,0.12507,0.21183,0.026904,0.061383,0.16879,0.23568,0.038923,0.11268,0.18858
0.39247,0.22293,0.54812,0.28431,0.15949,0.56668,0.62303,0,0.22534,0.38797,0.33423,0.34686,0.16061,0.52103,0.21764,0.2828,0.44478,0.39053,0.40664,0.30257,0.34477,0.31463,0.43919,0.33594,0.10122,0.51224,0.43816,0.58064,0.39582,0.65208,0.10311,0.14293,0.26709,0.33302,0.3137,0.19957,0.40658,0.27198,0.11412,0.4562,0.49709,0.58313,0.19474,0.36319,0.26298,0.33024,0.11846,0.40307,0.19777,0.26363,0.31981,0.28807,0.32238,0.29317,0.3253,0.2514,0.36828,0.31415,0.056816,0.34831,0.34816,0.51157,0.33044,0.46675,0.1028,0.09215,0.23169,0.29441,0.019117,0.088205,0.14437,0.16682,0.035758,0.13491,0.16345,0.016976,0.072749,0.12529,0.15182,0.037586,0.12167,0.14319
0.22342,0.15913,0.39348,0.27375,0.1048,0.2765,0.59153,0.22534,0,0.2719,0.22007,0.34795,0.36681,0.44131,0.32481,0.23897,0.12932,0.17889,0.12743,0.32667,0.28076,0.37657,0.19683,0.75449,0.34383,0.3085,0.47222,0.22084,0.30668,0.19953,0.20774,0.12513,0.26954,0.2117,0.20731,0.15173,0.30071,0.25946,0.086702,0.26177,0.48205,0.21409,0.53571,0.27045,0.1754,0.30721,0.3455,0.41553,0.26399,0.2095,0.040705,0.14675,0.086264,0.32148,0.27455,0.30429,0.18772,0.62326,0.27491,0.22879,0.41115,0.20578,0.28994,0.13993,0.20746,0.10985,0.25169,0.1928,0.040753,0.050016,0.13569,0.23127,0.031051,0.090185,0.17398,0.041012,0.043079,0.12326,0.21807,0.033908,0.084439,0.16042
0.3547,0.28246,0.28618,0.61123,0.11123,0.67923,0.42789,0.38797,0.2719,0,0.23966,0.65668,0.15967,0.31015,0.19431,0.37405,0.30383,0.1644,0.26789,0.63249,0.44942,0.34284,0.46585,0.38356,0.16163,0.35378,0.34945,0.66254,0.44833,0.40778,0.085107,0.10309,0.36113,0.38137,0.35976,0.27935,0.29415,0.60308,0.086833,0.62622,0.44982,0.41824,0.26455,1.4092,0.23588,0.62684,0.13397,0.31583,0.20408,0.36413,0.30978,0.16548,0.31691,0.62768,0.44333,0.32829,0.48357,0.413,0.14132,0.34779,0.37652,0.69593,0.40545,0.44887,0.10369,0.071492,0.3223,0.37922,0.030025,0.061419,0.14639,0.15378,0.0414,0.14724,0.1917,0.032897,0.05353,0.1403,0.15335,0.05406,0.15612,0.19195
